Prefix,Rank_code,Scientific_name,Number_of_fragments,Percentage
Man_28,P1,unclassified Candidatus Bipolaricaulota,1,0.00
Man_28,P,Candidatus Eisenbacteria,1,0.00
Man_28,P1,unclassified Candidatus Eisenbacteria,1,0.00
Man_28,P,Campylobacterota,154,0.02
Man_28,P,Myxococcota,131,0.01
Man_28,P1,Polyangia,41,0.00
Man_28,P,Thermodesulfobacteriota,78,0.01
Man_28,D1,delta/epsilon subdivisions,48,0.01
Man_28,P,Acidobacteriota,46,0.01
Man_28,P1,unclassified Acidobacteriota,25,0.00
Man_28,D1,unclassified Bacteria,19,0.00
Man_28,P,Spirochaetota,11,0.00
Man_28,D1,Nitrospinae/Tectomicrobia group,9,0.00
Man_28,P,Nitrospinota,5,0.00
Man_28,P,Candidatus Tectomicrobia,4,0.00
Man_28,P,Elusimicrobiota,7,0.00
Man_28,P1,unclassified Elusimicrobiota,7,0.00
Man_28,D1,environmental samples,5,0.00
Man_28,P,Bdellovibrionota,4,0.00
Man_28,P,Synergistota,3,0.00
Man_28,P1,unclassified Synergistota,3,0.00
Man_28,P,Calditrichota,3,0.00
Man_28,P,Aquificota,1,0.00
Man_28,P1,unclassified Aquificota,1,0.00
Man_28,P,Fusobacteriota,1,0.00
Man_28,D,Archaea,580,0.06
Man_28,D1,TACK group,558,0.06
Man_28,P,Nitrososphaerota,553,0.06
Man_28,P1,Nitrososphaerota incertae sedis,32,0.00
Man_28,P2,Marine Group I,24,0.00
Man_28,P,Candidatus Bathyarchaeota,5,0.00
Man_28,P1,unclassified Candidatus Bathyarchaeota,5,0.00
Man_28,P,Euryarchaeota,14,0.00
Man_28,P1,Stenosarchaea group,13,0.00
Man_28,D1,DPANN group,3,0.00
Man_28,P,Candidatus Aenigmatarchaeota,2,0.00
Man_28,P1,unclassified Candidatus Aenigmatarchaeota,2,0.00
Man_28,P,Candidatus Woesearchaeota,1,0.00
Man_28,P1,unclassified Candidatus Woesearchaeota,1,0.00
Man_28,D1,unclassified Archaea,2,0.00
Man_28,D1,Asgard group,1,0.00
Man_28,P,Candidatus Heimdallarchaeota,1,0.00
Man_28,P1,unclassified Candidatus Heimdallarchaeota,1,0.00
Man_28,P,Candidatus Thermoplasmatota,1,0.00
Man_44,U,unclassified,1477426,96.07
Man_44,R,root,60507,3.93
Man_44,R1,cellular organisms,60507,3.93
Man_44,D,Bacteria,60015,3.90
Man_44,P,Pseudomonadota,30769,2.00
Man_44,P1,environmental samples,234,0.02
Man_44,P1,unclassified Pseudomonadota,109,0.01
Man_44,D1,Terrabacteria group,8715,0.57
Man_44,P,Bacillota,4675,0.30
Man_44,D2,Cyanobacteriota/Melainabacteria group,2289,0.15
Man_44,P,Cyanobacteriota,2217,0.14
Man_44,P,Candidatus Melainabacteria,72,0.00
Man_44,P1,unclassified Candidatus Melainabacteria,72,0.00
Man_44,P,Actinomycetota,828,0.05
Man_44,P1,unclassified Actinomycetota,99,0.01
Man_44,P,Chloroflexota,433,0.03
Man_44,P1,unclassified Chloroflexota,132,0.01
Man_44,P,Mycoplasmatota,336,0.02
Man_44,P1,unclassified Mycoplasmatota,292,0.02
Man_44,P,Deinococcota,34,0.00
Man_44,P,Armatimonadota,15,0.00
Man_44,P1,unclassified Armatimonadota,15,0.00
Man_44,D1,FCB group,5580,0.36
Man_44,D2,Bacteroidota/Chlorobiota group,5316,0.35
Man_44,P,Bacteroidota,5058,0.33
Man_44,P1,environmental samples,49,0.00
Man_44,P1,unclassified Bacteroidota,25,0.00
Man_44,P,Ignavibacteriota,107,0.01
Man_44,P1,unclassified Ignavibacteriota,3,0.00
Man_44,P,Balneolota,40,0.00
Man_44,P,Rhodothermota,9,0.00
Man_44,P,Chlorobiota,4,0.00
Man_44,P1,unclassified Chlorobiota,3,0.00
Man_44,P,Candidatus Neomarinimicrobiota,122,0.01
Man_44,P1,unclassified Candidatus Neomarinimicrobiota,122,0.01
Man_44,P,Gemmatimonadota,86,0.01
Man_44,P1,unclassified Gemmatimonadota,73,0.00
Man_44,P1,environmental samples,1,0.00
Man_44,P,Candidatus Zixiibacteriota,31,0.00
Man_44,P,Candidatus Latescibacterota,17,0.00
Man_44,P1,unclassified Candidatus Latescibacterota,17,0.00
Man_44,P,Candidatus Hydrogenedentota,3,0.00
Man_44,P1,unclassified Candidatus Hydrogenedentota,3,0.00
Man_44,D1,PVC group,611,0.04
Man_44,P,Planctomycetota,506,0.03
Man_44,P1,unclassified Planctomycetota,29,0.00
Man_44,P,Verrucomicrobiota,87,0.01
Man_44,P1,environmental samples,7,0.00
Man_44,P1,unclassified Verrucomicrobiota,2,0.00
Man_44,P,Lentisphaerota,7,0.00
Man_44,P1,unclassified Lentisphaerota,1,0.00
Man_44,P,Chlamydiota,4,0.00
Man_44,P,Kiritimatiellota,2,0.00
Man_44,P,Candidatus Omnitrophota,1,0.00
Man_44,P1,unclassified Candidatus Omnitrophota,1,0.00
Man_44,D1,Bacteria incertae sedis,425,0.03
Man_44,D2,Bacteria candidate phyla,425,0.03
Man_44,P,Candidatus Aminicenantes,219,0.01
Man_44,P1,unclassified Candidatus Aminicenantes,219,0.01
Man_44,D3,Patescibacteria group,150,0.01
Man_44,D4,Parcubacteria group,84,0.01
Man_44,P,Candidatus Falkowbacteria,33,0.00
Man_44,P1,unclassified Candidatus Falkowbacteria,33,0.00
Man_44,P,Candidatus Nealsonbacteria,23,0.00
Man_44,P1,unclassified Candidatus Nealsonbacteria,23,0.00
Man_44,P,Candidatus Campbellbacteria,9,0.00
Man_44,P1,unclassified Candidatus Campbellbacteria,9,0.00
Man_44,P,Candidatus Nomurabacteria,9,0.00
Man_44,P1,unclassified Candidatus Nomurabacteria,9,0.00
Man_44,P,Candidatus Moraniibacteriota,4,0.00
Man_44,P1,unclassified Candidatus Moraniibacteriota,4,0.00
Man_44,P,Candidatus Kaiserbacteria,3,0.00
Man_44,P1,unclassified Candidatus Kaiserbacteria,3,0.00
Man_44,P,Candidatus Parcubacteria,1,0.00
Man_44,P1,unclassified Candidatus Parcubacteria,1,0.00
Man_44,P,Candidatus Uhrbacteria,1,0.00
Man_44,P1,unclassified Candidatus Uhrbacteria,1,0.00
Man_44,D4,unclassified Patescibacteria group,33,0.00
Man_44,D4,Microgenomates group,32,0.00
Man_44,P,Candidatus Woesebacteria,32,0.00
Man_44,P1,unclassified Candidatus Woesebacteria,32,0.00
Man_44,P,Candidatus Gracilibacteria,1,0.00
Man_44,P1,unclassified Candidatus Gracilibacteria,1,0.00
Man_44,P,candidate division WOR-3,34,0.00
Man_44,P,Candidatus Saccharibacteria,9,0.00
Man_44,P1,unclassified Candidatus Saccharibacteria,9,0.00
Man_44,P,Candidatus Peregrinibacteria,6,0.00
Man_44,P1,unclassified Candidatus Peregrinibacteria,3,0.00
Man_44,P,Candidatus Bipolaricaulota,2,0.00
Man_44,P1,unclassified Candidatus Bipolaricaulota,2,0.00
Man_44,P,Candidatus Coatesbacteria,2,0.00
Man_44,P1,unclassified Candidatus Coatesbacteria,2,0.00
Man_44,P,Candidatus Eisenbacteria,1,0.00
Man_44,P1,unclassified Candidatus Eisenbacteria,1,0.00
Man_44,P,Nitrospirota,389,0.03
Man_44,P1,unclassified Nitrospirota,205,0.01
Man_44,P,Campylobacterota,308,0.02
Man_44,P,Myxococcota,239,0.02
Man_44,P1,Polyangia,85,0.01
Man_44,P,Thermodesulfobacteriota,183,0.01
Man_44,D1,delta/epsilon subdivisions,114,0.01
Man_44,P,Acidobacteriota,85,0.01
Man_44,P1,unclassified Acidobacteriota,67,0.00
Man_44,D1,unclassified Bacteria,32,0.00
Man_44,D1,Nitrospinae/Tectomicrobia group,14,0.00
Man_44,P,Nitrospinota,11,0.00
Man_44,P,Candidatus Tectomicrobia,3,0.00
Man_44,P,Bdellovibrionota,10,0.00
Man_44,P,Elusimicrobiota,10,0.00
Man_44,P1,unclassified Elusimicrobiota,10,0.00
Man_44,P,Spirochaetota,7,0.00
Man_44,P1,unclassified Spirochaetota,3,0.00
Man_44,P,Synergistota,5,0.00
Man_44,P1,unclassified Synergistota,5,0.00
Man_44,D1,environmental samples,3,0.00
Man_44,P,Thermotogota,1,0.00
Man_44,P,Aquificota,1,0.00
Man_44,P1,unclassified Aquificota,1,0.00
Man_44,P,Calditrichota,1,0.00
Man_44,D,Archaea,392,0.03
Man_44,D1,TACK group,349,0.02
Man_44,P,Nitrososphaerota,346,0.02
Man_44,P1,Nitrososphaerota incertae sedis,15,0.00
Man_44,P2,Marine Group I,12,0.00
Man_44,P,Candidatus Bathyarchaeota,2,0.00
Man_44,P1,unclassified Candidatus Bathyarchaeota,2,0.00
Man_44,P,Thermoproteota,1,0.00
Man_44,P,Euryarchaeota,21,0.00
Man_44,P1,Stenosarchaea group,21,0.00
Man_44,D1,Asgard group,13,0.00
Man_44,P,Candidatus Heimdallarchaeota,13,0.00
Man_44,P1,unclassified Candidatus Heimdallarchaeota,13,0.00
Man_44,P,Candidatus Thermoplasmatota,5,0.00
Man_44,P1,DHVE2 group,2,0.00
Man_44,D1,DPANN group,4,0.00
Man_44,P,Candidatus Aenigmatarchaeota,2,0.00
Man_44,P1,unclassified Candidatus Aenigmatarchaeota,2,0.00
Man_44,P,Candidatus Woesearchaeota,2,0.00
Man_44,P1,unclassified Candidatus Woesearchaeota,2,0.00
Maw11C_01,U,unclassified,2158787,96.78
Maw11C_01,R,root,71867,3.22
Maw11C_01,R1,cellular organisms,71867,3.22
Maw11C_01,D,Bacteria,71439,3.20
Maw11C_01,P,Pseudomonadota,36092,1.62
Maw11C_01,P1,environmental samples,158,0.01
Maw11C_01,P1,unclassified Pseudomonadota,79,0.00
Maw11C_01,D1,FCB group,23158,1.04
Maw11C_01,D2,Bacteroidota/Chlorobiota group,22948,1.03
Maw11C_01,P,Bacteroidota,22600,1.01
Maw11C_01,P1,environmental samples,39,0.00
Maw11C_01,P1,unclassified Bacteroidota,28,0.00
Maw11C_01,P,Ignavibacteriota,138,0.01
Maw11C_01,P1,unclassified Ignavibacteriota,16,0.00
Maw11C_01,P,Balneolota,60,0.00
Maw11C_01,P,Chlorobiota,13,0.00
Maw11C_01,P1,unclassified Chlorobiota,12,0.00
Maw11C_01,P,Rhodothermota,11,0.00
Maw11C_01,P,Candidatus Neomarinimicrobiota,132,0.01
Maw11C_01,P1,unclassified Candidatus Neomarinimicrobiota,132,0.01
Maw11C_01,P,Gemmatimonadota,50,0.00
Maw11C_01,P1,unclassified Gemmatimonadota,40,0.00
Maw11C_01,P1,environmental samples,1,0.00
Maw11C_01,P,Candidatus Zixiibacteriota,12,0.00
Maw11C_01,P,Candidatus Latescibacterota,9,0.00
Maw11C_01,P1,unclassified Candidatus Latescibacterota,9,0.00
Maw11C_01,P,Candidatus Hydrogenedentota,1,0.00
Maw11C_01,P1,unclassified Candidatus Hydrogenedentota,1,0.00
Maw11C_01,D1,Terrabacteria group,5571,0.25
Maw11C_01,P,Bacillota,2456,0.11
Maw11C_01,D2,Cyanobacteriota/Melainabacteria group,1798,0.08
Maw11C_01,P,Cyanobacteriota,1730,0.08
Maw11C_01,P,Candidatus Melainabacteria,67,0.00
Maw11C_01,P1,unclassified Candidatus Melainabacteria,67,0.00
Maw11C_01,P,Actinomycetota,610,0.03
Maw11C_01,P1,unclassified Actinomycetota,74,0.00
Maw11C_01,P,Mycoplasmatota,319,0.01
Maw11C_01,P1,unclassified Mycoplasmatota,267,0.01
Maw11C_01,P,Chloroflexota,258,0.01
Maw11C_01,P1,unclassified Chloroflexota,71,0.00
Maw11C_01,P,Deinococcota,19,0.00
Maw11C_01,P,Armatimonadota,8,0.00
Maw11C_01,P1,unclassified Armatimonadota,8,0.00
Maw11C_01,P,Nitrospirota,462,0.02
Maw11C_01,P1,unclassified Nitrospirota,273,0.01
Maw11C_01,D1,PVC group,451,0.02
Maw11C_01,P,Planctomycetota,363,0.02
Maw11C_01,P1,unclassified Planctomycetota,29,0.00
Maw11C_01,P,Verrucomicrobiota,65,0.00
Maw11C_01,P1,environmental samples,9,0.00
Maw11C_01,P,Lentisphaerota,11,0.00
Maw11C_01,P1,unclassified Lentisphaerota,4,0.00
Maw11C_01,P,Candidatus Omnitrophota,6,0.00
Maw11C_01,P1,unclassified Candidatus Omnitrophota,6,0.00
Maw11C_01,P,Kiritimatiellota,2,0.00
Maw11C_01,P1,unclassified Kiritimatiellota,2,0.00
Maw11C_01,P,Chlamydiota,2,0.00
Maw11C_01,D1,Bacteria incertae sedis,443,0.02
Maw11C_01,D2,Bacteria candidate phyla,443,0.02
Maw11C_01,D3,Patescibacteria group,198,0.01
Maw11C_01,D4,Parcubacteria group,142,0.01
Maw11C_01,P,Candidatus Falkowbacteria,67,0.00
Maw11C_01,P1,unclassified Candidatus Falkowbacteria,67,0.00
Maw11C_01,P,Candidatus Nealsonbacteria,25,0.00
Maw11C_01,P1,unclassified Candidatus Nealsonbacteria,24,0.00
Maw11C_01,P,Candidatus Nomurabacteria,22,0.00
Maw11C_01,P1,unclassified Candidatus Nomurabacteria,22,0.00
Maw11C_01,P,Candidatus Campbellbacteria,13,0.00
Maw11C_01,P1,unclassified Candidatus Campbellbacteria,13,0.00
Maw11C_01,P,Candidatus Parcubacteria,6,0.00
Maw11C_01,P1,unclassified Candidatus Parcubacteria,6,0.00
Maw11C_01,P,Candidatus Uhrbacteria,4,0.00
Maw11C_01,P1,unclassified Candidatus Uhrbacteria,4,0.00
Maw11C_01,P,Candidatus Kaiserbacteria,3,0.00
Maw11C_01,P1,unclassified Candidatus Kaiserbacteria,3,0.00
Maw11C_01,P,Candidatus Moraniibacteriota,2,0.00
Maw11C_01,P1,unclassified Candidatus Moraniibacteriota,2,0.00
Maw11C_01,D4,Microgenomates group,30,0.00
Maw11C_01,P,Candidatus Woesebacteria,30,0.00
Maw11C_01,P1,unclassified Candidatus Woesebacteria,30,0.00
Maw11C_01,D4,unclassified Patescibacteria group,25,0.00
Maw11C_01,P,Candidatus Aminicenantes,164,0.01
Maw11C_01,P1,unclassified Candidatus Aminicenantes,164,0.01
Maw11C_01,P,candidate division WOR-3,50,0.00
Maw11C_01,P,Candidatus Saccharibacteria,18,0.00
Maw11C_01,P1,unclassified Candidatus Saccharibacteria,18,0.00
Maw11C_01,P,Candidatus Coatesbacteria,5,0.00
Maw11C_01,P1,unclassified Candidatus Coatesbacteria,5,0.00
Maw11C_01,P,Candidatus Peregrinibacteria,4,0.00
Maw11C_01,P1,unclassified Candidatus Peregrinibacteria,2,0.00
Maw11C_01,P,Candidatus Bipolaricaulota,2,0.00
Maw11C_01,P1,unclassified Candidatus Bipolaricaulota,2,0.00
Maw11C_01,D3,Candidatus Dojkabacteria,1,0.00
Maw11C_01,P,Candidatus Eisenbacteria,1,0.00
Maw11C_01,P1,unclassified Candidatus Eisenbacteria,1,0.00
Maw11C_01,P,Campylobacterota,315,0.01
Maw11C_01,P,Myxococcota,184,0.01
Maw11C_01,P1,Polyangia,36,0.00
Maw11C_01,P,Thermodesulfobacteriota,153,0.01
Maw11C_01,D1,delta/epsilon subdivisions,120,0.01
Maw11C_01,P,Acidobacteriota,52,0.00
Maw11C_01,P1,unclassified Acidobacteriota,34,0.00
Maw11C_01,D1,unclassified Bacteria,47,0.00
Maw11C_01,P,Bdellovibrionota,13,0.00
Maw11C_01,D1,Nitrospinae/Tectomicrobia group,13,0.00
Maw11C_01,P,Candidatus Tectomicrobia,8,0.00
Maw11C_01,P,Nitrospinota,5,0.00
Maw11C_01,P,Elusimicrobiota,8,0.00
Maw11C_01,P1,unclassified Elusimicrobiota,8,0.00
Maw11C_01,P,Spirochaetota,7,0.00
Maw11C_01,P1,unclassified Spirochaetota,2,0.00
Maw11C_01,P,Synergistota,4,0.00
Maw11C_01,P1,unclassified Synergistota,4,0.00
Maw11C_01,P,Thermotogota,4,0.00
Maw11C_01,P,Calditrichota,4,0.00
Maw11C_01,D1,environmental samples,2,0.00
Maw11C_01,P,Aquificota,1,0.00
Maw11C_01,P1,unclassified Aquificota,1,0.00
Maw11C_01,D,Archaea,384,0.02
Maw11C_01,D1,TACK group,349,0.02
Maw11C_01,P,Nitrososphaerota,343,0.02
Maw11C_01,P1,Nitrososphaerota incertae sedis,13,0.00
Maw11C_01,P2,Marine Group I,9,0.00
Maw11C_01,P,Candidatus Bathyarchaeota,5,0.00
Maw11C_01,P1,unclassified Candidatus Bathyarchaeota,5,0.00
Maw11C_01,P,Thermoproteota,1,0.00
Maw11C_01,P,Euryarchaeota,20,0.00
Maw11C_01,P1,Stenosarchaea group,18,0.00
Maw11C_01,P1,unclassified Euryarchaeota,1,0.00
Maw11C_01,D1,Asgard group,11,0.00
Maw11C_01,P,Candidatus Lokiarchaeota,6,0.00
Maw11C_01,P1,unclassified Candidatus Lokiarchaeota,6,0.00
Maw11C_01,P,Candidatus Heimdallarchaeota,5,0.00
Maw11C_01,P1,unclassified Candidatus Heimdallarchaeota,5,0.00
Maw11C_01,D1,DPANN group,2,0.00
Maw11C_01,P,Candidatus Woesearchaeota,2,0.00
Maw11C_01,P1,unclassified Candidatus Woesearchaeota,2,0.00
Maw11C_01,P,Candidatus Thermoplasmatota,2,0.00
Maw11C_02,U,unclassified,1868437,97.86
Maw11C_02,R,root,40944,2.14
Maw11C_02,R1,cellular organisms,40944,2.14
Maw11C_02,D,Bacteria,40271,2.11
Maw11C_02,P,Pseudomonadota,18374,0.96
Maw11C_02,P1,environmental samples,314,0.02
Maw11C_02,P1,unclassified Pseudomonadota,37,0.00
Maw11C_02,D1,Terrabacteria group,8161,0.43
Maw11C_02,P,Bacillota,3500,0.18
Maw11C_02,D2,Cyanobacteriota/Melainabacteria group,3126,0.16
Maw11C_02,P,Cyanobacteriota,3008,0.16
Maw11C_02,P,Candidatus Melainabacteria,117,0.01
Maw11C_02,P1,unclassified Candidatus Melainabacteria,117,0.01
Maw11C_02,P,Mycoplasmatota,573,0.03
Maw11C_02,P1,unclassified Mycoplasmatota,506,0.03
Maw11C_02,P,Chloroflexota,489,0.03
Maw11C_02,P1,unclassified Chloroflexota,120,0.01
Maw11C_02,P,Actinomycetota,326,0.02
Maw11C_02,P1,unclassified Actinomycetota,17,0.00
Maw11C_02,P,Armatimonadota,12,0.00
Maw11C_02,P1,unclassified Armatimonadota,12,0.00
Maw11C_02,P,Deinococcota,6,0.00
Maw11C_02,D1,FCB group,5016,0.26
Maw11C_02,D2,Bacteroidota/Chlorobiota group,4760,0.25
Maw11C_02,P,Bacteroidota,4351,0.23
Maw11C_02,P1,environmental samples,24,0.00
Maw11C_02,P1,unclassified Bacteroidota,10,0.00
Maw11C_02,P,Ignavibacteriota,216,0.01
Maw11C_02,P1,unclassified Ignavibacteriota,10,0.00
Maw11C_02,P,Balneolota,37,0.00
Maw11C_02,P,Rhodothermota,3,0.00
Maw11C_02,P,Chlorobiota,2,0.00
Maw11C_02,P1,unclassified Chlorobiota,2,0.00
Maw11C_02,P,Candidatus Neomarinimicrobiota,204,0.01
Maw11C_02,P1,unclassified Candidatus Neomarinimicrobiota,204,0.01
Maw11C_02,P,Gemmatimonadota,30,0.00
Maw11C_02,P1,unclassified Gemmatimonadota,25,0.00
Maw11C_02,P,Candidatus Zixiibacteriota,11,0.00
Maw11C_02,P,Candidatus Latescibacterota,7,0.00
Maw11C_02,P1,unclassified Candidatus Latescibacterota,7,0.00
Maw11C_02,P,Nitrospirota,1050,0.05
Maw11C_02,P1,unclassified Nitrospirota,602,0.03
Maw11C_02,D1,Bacteria incertae sedis,571,0.03
Maw11C_02,D2,Bacteria candidate phyla,571,0.03
Maw11C_02,P,Candidatus Aminicenantes,284,0.01
Maw11C_02,P1,unclassified Candidatus Aminicenantes,284,0.01
Maw11C_02,D3,Patescibacteria group,216,0.01
Maw11C_02,D4,Parcubacteria group,124,0.01
Maw11C_02,P,Candidatus Falkowbacteria,73,0.00
Maw11C_02,P1,unclassified Candidatus Falkowbacteria,73,0.00
Maw11C_02,P,Candidatus Nealsonbacteria,30,0.00
Maw11C_02,P1,unclassified Candidatus Nealsonbacteria,30,0.00
Maw11C_02,P,Candidatus Campbellbacteria,12,0.00
Maw11C_02,P1,unclassified Candidatus Campbellbacteria,12,0.00
Maw11C_02,P,Candidatus Nomurabacteria,4,0.00
Maw11C_02,P1,unclassified Candidatus Nomurabacteria,4,0.00
Maw11C_02,P,Candidatus Moraniibacteriota,4,0.00
Maw11C_02,P1,unclassified Candidatus Moraniibacteriota,4,0.00
Maw11C_02,P,Candidatus Parcubacteria,1,0.00
Maw11C_02,P1,unclassified Candidatus Parcubacteria,1,0.00
Maw11C_02,D4,Microgenomates group,52,0.00
Maw11C_02,P,Candidatus Woesebacteria,52,0.00
Maw11C_02,P1,unclassified Candidatus Woesebacteria,52,0.00
Maw11C_02,D4,unclassified Patescibacteria group,40,0.00
Maw11C_02,P,candidate division WOR-3,57,0.00
Maw11C_02,P,Candidatus Saccharibacteria,6,0.00
Maw11C_02,P1,unclassified Candidatus Saccharibacteria,6,0.00
Maw11C_02,P,Candidatus Peregrinibacteria,4,0.00
Maw11C_02,P1,unclassified Candidatus Peregrinibacteria,1,0.00
Maw11C_02,P,Candidatus Eisenbacteria,2,0.00
Maw11C_02,P1,unclassified Candidatus Eisenbacteria,2,0.00
Maw11C_02,P,Candidatus Bipolaricaulota,1,0.00
Maw11C_02,P1,unclassified Candidatus Bipolaricaulota,1,0.00
Maw11C_02,P,Candidatus Coatesbacteria,1,0.00
Maw11C_02,P1,unclassified Candidatus Coatesbacteria,1,0.00
Maw11C_02,P,Campylobacterota,508,0.03
Maw11C_02,D1,PVC group,229,0.01
Maw11C_02,P,Planctomycetota,188,0.01
Maw11C_02,P1,unclassified Planctomycetota,15,0.00
Maw11C_02,P,Verrucomicrobiota,30,0.00
Maw11C_02,P1,environmental samples,6,0.00
Maw11C_02,P1,unclassified Verrucomicrobiota,2,0.00
Maw11C_02,P,Lentisphaerota,6,0.00
Maw11C_02,P1,unclassified Lentisphaerota,2,0.00
Maw11C_02,P,Kiritimatiellota,3,0.00
Maw11C_02,P,Candidatus Omnitrophota,2,0.00
Maw11C_02,P1,unclassified Candidatus Omnitrophota,2,0.00
Maw11C_02,P,Myxococcota,200,0.01
Maw11C_02,P1,Polyangia,45,0.00
Maw11C_02,P,Thermodesulfobacteriota,133,0.01
Maw11C_02,D1,delta/epsilon subdivisions,113,0.01
Maw11C_02,P,Acidobacteriota,70,0.00
Maw11C_02,P1,unclassified Acidobacteriota,31,0.00
Maw11C_02,D1,unclassified Bacteria,26,0.00
Maw11C_02,P,Synergistota,11,0.00
Maw11C_02,P1,unclassified Synergistota,11,0.00
Maw11C_02,D1,Nitrospinae/Tectomicrobia group,7,0.00
Maw11C_02,P,Nitrospinota,4,0.00
Maw11C_02,P,Candidatus Tectomicrobia,3,0.00
Maw11C_02,P,Aquificota,6,0.00
Maw11C_02,P1,unclassified Aquificota,6,0.00
Maw11C_02,P,Spirochaetota,6,0.00
Maw11C_02,P,Elusimicrobiota,5,0.00
Maw11C_02,P1,unclassified Elusimicrobiota,5,0.00
Maw11C_02,P,Bdellovibrionota,4,0.00
Maw11C_02,D1,environmental samples,3,0.00
Maw11C_02,P,Calditrichota,2,0.00
Maw11C_02,D,Archaea,596,0.03
Maw11C_02,D1,TACK group,567,0.03
Maw11C_02,P,Nitrososphaerota,565,0.03
Maw11C_02,P1,Nitrososphaerota incertae sedis,22,0.00
Maw11C_02,P2,Marine Group I,19,0.00
Maw11C_02,P,Candidatus Bathyarchaeota,2,0.00
Maw11C_02,P1,unclassified Candidatus Bathyarchaeota,2,0.00
Maw11C_02,P,Euryarchaeota,14,0.00
Maw11C_02,P1,Stenosarchaea group,14,0.00
Maw11C_02,D1,Asgard group,13,0.00
Maw11C_02,P,Candidatus Heimdallarchaeota,13,0.00
Maw11C_02,P1,unclassified Candidatus Heimdallarchaeota,13,0.00
Maw11C_02,P,Candidatus Thermoplasmatota,2,0.00
Maw11C_04,U,unclassified,1279783,96.95
Maw11C_04,R,root,40236,3.05
Maw11C_04,R1,cellular organisms,40236,3.05
Maw11C_04,D,Bacteria,40140,3.04
Maw11C_04,P,Pseudomonadota,16202,1.23
Maw11C_04,P1,environmental samples,145,0.01
Maw11C_04,P1,unclassified Pseudomonadota,39,0.00
Maw11C_04,D1,FCB group,13033,0.99
Maw11C_04,D2,Bacteroidota/Chlorobiota group,12850,0.97
Maw11C_04,P,Bacteroidota,12543,0.95
Maw11C_04,P1,environmental samples,29,0.00
Maw11C_04,P1,unclassified Bacteroidota,9,0.00
Maw11C_04,P,Ignavibacteriota,147,0.01
Maw11C_04,P1,unclassified Ignavibacteriota,11,0.00
Maw11C_04,P,Balneolota,35,0.00
Maw11C_04,P,Rhodothermota,5,0.00
Maw11C_04,P,Chlorobiota,2,0.00
Maw11C_04,P1,unclassified Chlorobiota,2,0.00
Maw11C_04,P,Candidatus Neomarinimicrobiota,143,0.01
Maw11C_04,P1,unclassified Candidatus Neomarinimicrobiota,143,0.01
Maw11C_04,P,Gemmatimonadota,30,0.00
Maw11C_04,P1,unclassified Gemmatimonadota,27,0.00
Maw11C_04,P,Candidatus Zixiibacteriota,4,0.00
Maw11C_04,P,Candidatus Latescibacterota,3,0.00
Maw11C_04,P1,unclassified Candidatus Latescibacterota,3,0.00
Maw11C_04,D1,Terrabacteria group,5577,0.42
Maw11C_04,P,Bacillota,2243,0.17
Maw11C_04,D2,Cyanobacteriota/Melainabacteria group,2167,0.16
Maw11C_04,P,Cyanobacteriota,2097,0.16
Maw11C_04,P,Candidatus Melainabacteria,68,0.01
Maw11C_04,P1,unclassified Candidatus Melainabacteria,68,0.01
Maw11C_04,P,Mycoplasmatota,377,0.03
Maw11C_04,P1,unclassified Mycoplasmatota,319,0.02
Maw11C_04,P,Actinomycetota,373,0.03
Maw11C_04,P1,unclassified Actinomycetota,39,0.00
Maw11C_04,P,Chloroflexota,316,0.02
Maw11C_04,P1,unclassified Chloroflexota,95,0.01
Maw11C_04,P,Deinococcota,9,0.00
Maw11C_04,P,Armatimonadota,9,0.00
Maw11C_04,P1,unclassified Armatimonadota,9,0.00
Maw11C_04,D1,Bacteria incertae sedis,411,0.03
Maw11C_04,D2,Bacteria candidate phyla,411,0.03
Maw11C_04,P,Candidatus Aminicenantes,184,0.01
Maw11C_04,P1,unclassified Candidatus Aminicenantes,184,0.01
Maw11C_04,D3,Patescibacteria group,173,0.01
Maw11C_04,D4,Parcubacteria group,100,0.01
Maw11C_04,P,Candidatus Falkowbacteria,52,0.00
Maw11C_04,P1,unclassified Candidatus Falkowbacteria,52,0.00
Maw11C_04,P,Candidatus Nealsonbacteria,18,0.00
Maw11C_04,P1,unclassified Candidatus Nealsonbacteria,18,0.00
Maw11C_04,P,Candidatus Campbellbacteria,16,0.00
Maw11C_04,P1,unclassified Candidatus Campbellbacteria,16,0.00
Maw11C_04,P,Candidatus Nomurabacteria,9,0.00
Maw11C_04,P1,unclassified Candidatus Nomurabacteria,9,0.00
Maw11C_04,P,Candidatus Parcubacteria,3,0.00
Maw11C_04,P1,unclassified Candidatus Parcubacteria,3,0.00
Maw11C_04,P,Candidatus Moraniibacteriota,2,0.00
Maw11C_04,P1,unclassified Candidatus Moraniibacteriota,2,0.00
Maw11C_04,D4,Microgenomates group,41,0.00
Maw11C_04,P,Candidatus Woesebacteria,41,0.00
Maw11C_04,P1,unclassified Candidatus Woesebacteria,41,0.00
